"ID","Race","Age","Sex","HS_GPA","ACT","ACT_ENG","ACT_MATH","ACT_READ","ACT_SCI","MAJOR_CODE","Stype","Hours"
"0380","White",22,"Female",2.73,25,27,23,26,24,"000086","C",14
"0381","White",24,"Male",3.27,25,25,25,26,25,"000004","C",2
"0382","Hispanic",26,"Female",3.92,24,24,24,24,24,"000001","N",18
"0383","Native",23,"Female",3.18,27,29,29,24,27,"000050","N",9
"0384","White",25,"Female",3.29,17,18,19,18,18,"000046","N",18
"0385","Bi-Racial",32,"Male",2.72,21,20,23,22,22,"000017","D",15
"0386","Black",18,"Male",3.27,17,15,18,17,13,"000001","D",18
"0387","Hispanic",29,"Female",2.92,23,23,23,21,22,"000006","D",16
"0388","White",25,"Male",3.18,19,19,19,18,18,"000005","M",14
"0389","Hispanic",28,"Male",2.48,31,32,32,31,29,"000115","T",13
"0390","White",35,"Male",3.25,NA,NA,NA,NA,NA,"000109","N",3
"0391","White",33,"Male",3.51,23,23,23,23,21,"000111","D",15
"0392","White",21,"Male",3.31,NA,NA,NA,NA,NA,"000099","N",9
"0393","White",22,"Male",3.57,22,22,22,21,23,"000005","C",18
"0394","Black",20,"Female",3.18,22,23,22,20,21,"000107","D",6
"0395","Hispanic",20,"Male",3.44,NA,NA,NA,NA,NA,"000089","C",15
"0396","Hispanic",30,"Male",3.98,24,25,27,25,24,"000052","N",15
"0397","Hispanic",29,"Female",3.1,16,16,16,18,17,"000019","M",12
"0398","Hispanic",29,"Male",2.75,23,25,25,22,23,"000021","C",13
"0399","White",24,"Male",3.66,25,24,23,23,25,"000104","C",3
"0400","Asian",27,"Female",3.53,22,24,21,24,20,"000033","C",14
"0401","White",28,"Male",3.33,18,18,18,19,19,"000046","T",14
"0402","White",34,"Female",3.6,28,25,23,29,26,"000005","C",13
"0403","Hispanic",35,"Female",3.62,21,21,23,20,24,"000056","C",15
"0404","White",35,"Female",3.73,NA,NA,NA,NA,NA,"000032","C",17
"0405","White",22,"Male",3.94,NA,NA,NA,NA,NA,"000001","D",15
"0406","White",34,"Female",3.57,18,19,17,20,17,"000063","C",15
"0407","Hispanic",28,"Male",3.37,26,25,28,29,28,"000021","N",12
"0408","White",32,"Male",3.8,18,17,18,19,20,"000005","R",3
"0409","Hispanic",28,"Female",3.31,22,22,23,22,24,"000001","T",14
"0410","White",19,"Female",3.71,19,17,21,19,19,"000001","D",16
"0411","Asian",29,"Male",2.12,24,27,25,25,21,"000043","N",12
"0412","White",19,"Male",3.94,NA,NA,NA,NA,NA,"000086","M",12
"0413","Hispanic",23,"Male",3.27,NA,NA,NA,NA,NA,"000017","C",14
"0414","Black",25,"Male",2.27,NA,NA,NA,NA,NA,"000033","T",6
"0415","Hispanic",34,"Female",2.68,NA,NA,NA,NA,NA,"000098","T",11
"0416","White",21,"Male",3.29,18,19,18,21,19,"000029","N",12
"0417","White",31,"Female",3.91,20,20,22,17,21,"000001","C",8
"0418","Black",33,"Female",3.65,28,29,28,27,27,"000092","N",12
"0419","Black",24,"Male",2.76,19,20,20,18,18,"000001","M",13
"0420","White",28,"Male",3.28,23,24,22,24,26,"000075","C",9
"0421","Asian",26,"Female",2.86,19,20,17,21,18,"000043","T",15
"0422","Hispanic",28,"Female",2.21,20,19,20,20,17,"000015","C",12
"0423","Black",26,"Female",3.27,15,15,15,17,17,"000104","D",15
"0424","White",25,"Female",3.79,NA,NA,NA,NA,NA,"000086","C",16
"0425","White",34,"Female",3.34,19,18,22,17,19,"000098","T",14
"0426","Asian",35,"Male",3.49,NA,NA,NA,NA,NA,"000038","C",15
"0427","White",34,"Female",3.8,19,21,17,18,20,"000104","C",13
"0428","Hispanic",28,"Male",3.64,17,17,15,18,19,"000114","M",14
"0429","Hispanic",23,"Female",2.97,27,26,26,27,27,"000115","D",12
"0430","Black",23,"Male",3.03,NA,NA,NA,NA,NA,"000001","D",16
"0431","Asian",32,"Female",3.54,20,18,18,17,23,"000107","T",15
"0432","White",31,"Male",3.06,NA,NA,NA,NA,NA,"000004","N",15
"0433","White",28,"Male",2.53,19,16,19,18,20,"000086","C",15
"0434","Bi-Racial",33,"Female",3.9,19,18,20,19,16,"000072","T",3
"0435","White",33,"Male",3.56,20,17,21,22,20,"000063","N",2
"0436","Black",26,"Female",3.52,24,25,24,24,23,"000024","T",9
"0437","White",32,"Male",2.96,NA,NA,NA,NA,NA,"000087","S",3
"0438","White",26,"Male",3.72,19,21,19,18,19,"000004","M",2
"0439","Black",25,"Female",2.97,26,26,28,23,28,"000005","C",14
"0440","White",25,"Female",3.09,19,20,20,20,22,"000107","C",14
"0441","Black",23,"Male",2.41,16,18,16,18,16,"000050","C",14
"0442","White",31,"Female",3.76,19,21,19,18,20,"000085","N",16
"0443","White",31,"Male",3.65,NA,NA,NA,NA,NA,"000108","C",13
"0444","Hispanic",21,"Male",3.11,25,22,26,25,25,"000005","C",15
"0445","White",34,"Male",3.33,20,19,19,22,19,"000001","C",15
"0446","White",18,"Male",3.67,20,22,21,21,20,"000029","C",13
"0447","White",33,"Male",3.18,NA,NA,NA,NA,NA,"000005","C",12
"0448","White",25,"Male",3.32,17,17,17,18,14,"000107","N",12
"0449","White",35,"Female",2.85,NA,NA,NA,NA,NA,"000001","N",14
"0450","Hispanic",20,"Female",3.47,18,17,18,21,18,"000119","M",15
"0451","Black",31,"Female",3.83,21,19,22,24,22,"000033","C",15
"0452","Black",35,"Male",3.06,22,22,24,22,24,"000109","N",3
"0453","White",29,"Female",3.88,NA,NA,NA,NA,NA,"000077","N",15
"0454","Black",30,"Male",3.34,16,16,17,16,16,"000108","T",18
"0455","Bi-Racial",25,"Male",3.51,28,29,25,29,27,"000001","C",12
"0456","White",23,"Male",3.57,17,19,17,15,19,"000108","C",15
"0457","White",26,"Female",2.9,NA,NA,NA,NA,NA,"000031","C",15
"0458","White",22,"Male",2.8,NA,NA,NA,NA,NA,"000031","T",6
"0459","White",33,"Female",3.38,16,14,18,16,18,"000107","T",14
"0460","White",20,"Female",3.85,NA,NA,NA,NA,NA,"000001","C",15
"0461","White",34,"Male",3.19,NA,NA,NA,NA,NA,"000032","T",16
"0462","White",35,"Male",3.84,27,26,27,27,25,"000029","N",15
"0463","Native",26,"Male",3.58,25,26,25,25,23,"000050","C",16
"0464","Asian",33,"Female",3.19,24,26,23,25,23,"000107","C",14
"0465","White",24,"Female",3.57,NA,NA,NA,NA,NA,"000009","C",15
"0466","White",32,"Male",3.31,NA,NA,NA,NA,NA,"000043","N",12
"0467","White",19,"Male",3.44,NA,NA,NA,NA,NA,"000055","C",12
"0468","White",33,"Male",2.42,22,22,23,24,22,"000100","D",14
"0469","Hispanic",32,"Male",3.51,22,24,22,23,23,"000109","C",15
"0470","Black",23,"Female",3.06,21,19,22,22,20,"000001","N",15
"0471","White",19,"Female",3.8,19,21,21,20,18,"000043","T",15
"0472","White",18,"Male",1.87,NA,NA,NA,NA,NA,"000029","M",15
"0473","Hawaiian",27,"Female",3.04,22,22,22,24,21,"000121","N",14
"0474","White",34,"Male",3.33,NA,NA,NA,NA,NA,"000009","D",15
"0475","Black",29,"Female",3.41,20,18,19,21,20,"000005","M",15
"0476","White",20,"Female",3.12,18,17,22,22,17,"000054","M",16
"0477","White",35,"Female",3.33,NA,NA,NA,NA,NA,"000043","D",14
"0478","Hispanic",32,"Male",3.93,NA,NA,NA,NA,NA,"000008","T",16
"0479","Asian",30,"Female",3.71,24,24,21,22,24,"000098","T",15
"0480","White",27,"Male",3.44,20,20,18,22,17,"000098","N",12
"0481","White",19,"Male",3.53,23,25,20,22,24,"000074","N",16
"0482","White",22,"Male",3.74,18,16,20,18,15,"000005","C",13
"0483","Hispanic",21,"Female",2.47,31,30,29,29,31,"000029","N",16
"0484","White",25,"Female",3.24,NA,NA,NA,NA,NA,"000038","C",15
"0485","Hispanic",26,"Male",2.54,25,25,25,24,25,"000004","N",15
"0486","Bi-Racial",29,"Female",3.4,NA,NA,NA,NA,NA,"000005","D",16
"0487","Black",24,"Male",3.36,NA,NA,NA,NA,NA,"000084","C",2
"0488","White",27,"Female",3.6,20,19,19,19,21,"000022","C",13
"0489","White",31,"Male",3.56,30,28,32,31,30,"000050","C",6
"0490","White",18,"Male",2.07,16,15,16,16,17,"000050","D",17
"0491","White",26,"Female",2.85,NA,NA,NA,NA,NA,"000103","C",17
"0492","White",28,"Male",2.59,19,20,19,17,20,"000086","M",14
"0493","White",27,"Female",3.98,NA,NA,NA,NA,NA,"000107","C",3
"0494","Bi-Racial",27,"Female",3.38,22,21,22,24,21,"000085","C",14
"0495","White",27,"Male",2.81,24,26,23,23,26,"000107","R",3
"0496","White",26,"Female",3.85,15,15,15,15,17,"000016","T",15
"0497","White",33,"Female",2.27,20,20,19,21,19,"000106","T",12
"0498","Hispanic",24,"Female",2.98,18,17,19,19,17,"000001","C",17
"0499","White",28,"Male",2.42,22,22,24,20,20,"000001","N",15
"0500","Hispanic",23,"Female",3.55,NA,NA,NA,NA,NA,"000005","R",6
"0501","White",25,"Male",3.44,18,19,20,19,17,"000069","C",14
"0502","Hispanic",34,"Male",3.81,28,28,26,31,27,"000023","C",15
"0503","White",31,"Male",2.69,25,27,24,26,23,"000001","C",16
"0504","White",21,"Female",3.99,27,24,29,30,25,"000104","N",15
"0505","Black",29,"Male",3.2,20,17,22,21,19,"000069","D",12
"0506","Hispanic",27,"Male",3.91,NA,NA,NA,NA,NA,"000111","Y",15
"0507","White",19,"Male",3.9,NA,NA,NA,NA,NA,"000020","C",16
"0508","Black",32,"Female",3.4,NA,NA,NA,NA,NA,"000107","C",15
"0509","White",28,"Male",3.1,18,19,18,16,16,"000001","T",13
"0510","White",31,"Male",3.42,22,25,25,22,22,"000004","C",15
"0511","White",28,"Male",3.73,21,20,20,19,21,"000021","N",12
"0512","White",29,"Male",3.87,20,23,19,21,17,"000111","T",14
"0513","White",25,"Male",3.39,NA,NA,NA,NA,NA,"000001","D",3
"0514","Hispanic",35,"Male",3.63,21,21,25,22,21,"000104","J",12
"0515","White",21,"Female",3.54,NA,NA,NA,NA,NA,"000107","C",3
"0516","Hispanic",35,"Male",2.91,20,22,20,20,19,"000005","C",13
"0517","Hispanic",19,"Female",2.86,22,24,22,22,22,"000100","C",15
"0518","Hispanic",26,"Female",3.09,NA,NA,NA,NA,NA,"000023","C",8
"0519","White",22,"Female",2.73,NA,NA,NA,NA,NA,"000107","C",15
"0520","White",30,"Female",3.18,21,24,22,23,23,"000107","C",15
"0521","White",28,"Male",3.47,23,24,24,22,23,"000100","C",15
"0522","White",23,"Male",3.02,NA,NA,NA,NA,NA,"000108","M",14
"0523","Hispanic",34,"Male",3.61,NA,NA,NA,NA,NA,"000097","N",14
"0524","Black",19,"Female",3.83,18,18,18,20,20,"000074","N",12
"0525","White",32,"Male",3.75,23,23,24,22,24,"000023","C",16
"0526","Bi-Racial",19,"Female",3.14,19,18,18,19,16,"000086","M",13
"0527","White",35,"Female",3.53,25,25,26,26,25,"000104","T",6
"0528","Asian",20,"Male",3.66,21,24,21,19,20,"000038","C",14
"0529","Hispanic",18,"Female",3.16,NA,NA,NA,NA,NA,"000090","C",15
"0530","White",19,"Male",3.61,25,25,25,26,24,"000021","C",16
"0531","White",19,"Male",2.4,27,25,26,28,28,"000001","T",13
"0532","Hispanic",22,"Female",3.89,19,20,18,19,19,"000069","S",7
"0533","White",26,"Male",3.46,NA,NA,NA,NA,NA,"000103","T",4
"0534","Hispanic",35,"Female",3.61,22,19,23,21,21,"000008","T",14
"0535","White",33,"Male",3.9,26,26,27,26,27,"000069","M",18
"0536","White",25,"Male",3.9,17,19,17,16,15,"000005","C",17
"0537","White",19,"Female",3.71,25,26,25,26,28,"000107","T",13
"0538","White",29,"Male",2.99,17,18,17,17,20,"000107","T",14
"0539","White",33,"Female",2.68,24,23,23,22,23,"000009","D",5
"0540","White",27,"Male",2.38,17,19,18,17,17,"000005","T",18
"0541","White",20,"Male",3.39,21,20,20,21,22,"000003","T",13
"0542","White",34,"Male",3.96,16,17,15,15,14,"000004","C",13
"0543","White",30,"Male",3.56,25,26,26,26,24,"000005","T",15
"0544","White",25,"Female",3.88,NA,NA,NA,NA,NA,"000031","C",16
"0545","Black",33,"Male",3.72,NA,NA,NA,NA,NA,"000087","N",17
"0546","White",35,"Male",3.64,26,26,25,24,27,"000005","C",6
"0547","White",21,"Female",3.51,19,19,21,16,20,"000040","S",18.5
"0548","White",35,"Male",3.32,19,16,20,18,21,"000029","M",14
"0549","White",27,"Male",3.31,25,26,25,22,25,"000087","T",2
"0550","White",27,"Female",3.63,NA,NA,NA,NA,NA,"000105","C",15
"0551","White",27,"Male",2.67,NA,NA,NA,NA,NA,"000001","M",14
"0552","Black",31,"Female",3.84,NA,NA,NA,NA,NA,"000003","N",12
"0553","White",28,"Male",3.33,20,22,20,21,20,"000060","M",15
"0554","White",29,"Female",3.66,13,13,14,12,11,"000085","N",15
"0555","White",26,"Female",3.34,NA,NA,NA,NA,NA,"000069","T",12
"0556","White",32,"Female",3.69,32,33,34,30,35,"000031","C",12
"0557","Hispanic",32,"Male",2.92,25,24,23,28,27,"000014","T",13
"0558","White",23,"Male",3.26,NA,NA,NA,NA,NA,"000074","D",16
"0559","White",25,"Female",3.9,19,21,20,20,21,"000032","D",13
"0560","White",19,"Female",3.41,18,20,18,17,15,"000104","C",3
"0561","White",35,"Female",3.5,21,22,18,23,21,"000020","C",12
"0562","Black",19,"Female",3.9,19,20,18,20,19,"000001","N",3
"0563","White",23,"Female",3.15,NA,NA,NA,NA,NA,"000050","T",15
"0564","White",24,"Male",2.94,19,20,17,20,20,"000107","C",4
"0565","White",26,"Female",3.44,23,23,22,24,24,"000032","C",13
"0566","Hispanic",28,"Male",2.39,18,18,16,20,20,"000071","T",16
"0567","White",32,"Male",2.87,22,22,23,22,21,"000098","C",18
"0568","Hispanic",24,"Male",3.65,20,21,20,18,18,"000020","R",16
"0569","White",30,"Male",3.69,21,19,20,19,21,"000107","J",18
"0570","White",24,"Male",3.53,22,22,22,24,21,"000087","C",3
"0571","White",25,"Male",3.07,22,21,24,21,21,"000111","M",15
"0572","Hispanic",21,"Female",3.54,NA,NA,NA,NA,NA,"000001","M",4
"0573","White",19,"Female",2.63,NA,NA,NA,NA,NA,"000005","C",15
"0574","White",31,"Male",3.76,NA,NA,NA,NA,NA,"000020","T",19
"0575","Hispanic",21,"Male",3.78,NA,NA,NA,NA,NA,"000059","N",16
"0576","Native",21,"Female",3.12,NA,NA,NA,NA,NA,"000021","P",14
"0577","Black",21,"Female",3.69,22,23,23,20,21,"000032","D",5
"0578","White",34,"Male",3.61,23,21,23,24,24,"000022","C",19
"0579","White",32,"Female",2.63,20,17,17,18,21,"000001","C",3
"0580","White",31,"Female",2.77,28,29,26,27,29,"000043","T",15
"0581","White",31,"Female",2.37,27,27,25,27,26,"000050","C",16
"0582","White",27,"Female",3.05,18,18,17,19,19,"000023","N",12
"0583","White",23,"Female",3.47,21,22,22,20,21,"000086","N",2
"0584","White",19,"Male",2.7,NA,NA,NA,NA,NA,"000112","C",6
"0585","White",22,"Male",2.87,20,20,22,20,20,"000075","D",13
"0586","White",27,"Female",3.51,20,21,20,19,19,"000005","M",16
"0587","White",25,"Female",2.26,21,22,20,21,24,"000044","C",3
"0588","White",26,"Male",3.06,NA,NA,NA,NA,NA,"000116","C",14
"0589","Hispanic",31,"Male",2.69,18,20,20,18,20,"000100","R",16
"0590","White",25,"Male",3.64,24,25,26,24,23,"000104","M",17
"0591","White",32,"Male",2.66,NA,NA,NA,NA,NA,"000020","C",6
"0592","White",18,"Female",3.63,24,25,23,27,25,"000077","N",15
"0593","White",26,"Female",3.97,NA,NA,NA,NA,NA,"000085","T",5
"0594","White",28,"Male",3.02,26,28,26,26,28,"000023","N",3
"0595","White",27,"Female",3.52,21,20,19,23,20,"000099","D",9
"0596","Black",33,"Female",3.41,24,27,26,24,26,"000031","C",2
"0597","White",23,"Male",3.12,NA,NA,NA,NA,NA,"000104","M",16
"0598","White",30,"Male",2.81,NA,NA,NA,NA,NA,"000001","C",3
"0599","White",31,"Male",3.26,NA,NA,NA,NA,NA,"000040","C",3
"0600","White",18,"Male",3.23,NA,NA,NA,NA,NA,"000107","C",13
"0601","White",32,"Female",3.58,26,25,25,27,25,"000109","R",12
"0602","White",32,"Female",3.43,21,19,19,19,18,"000005","C",16
"0603","White",27,"Female",3.34,NA,NA,NA,NA,NA,"000113","D",16
"0604","Hispanic",21,"Male",3.14,17,16,19,18,17,"000114","N",10
"0605","Black",21,"Female",3.15,NA,NA,NA,NA,NA,"000001","N",3
"0606","White",27,"Female",3.9,NA,NA,NA,NA,NA,"000107","N",14
"0607","Asian",34,"Female",3.59,NA,NA,NA,NA,NA,"000005","N",17
"0608","White",28,"Female",3.73,19,17,21,16,20,"000056","D",15
"0609","White",18,"Female",3.68,NA,NA,NA,NA,NA,"000015","C",15
"0610","Hispanic",32,"Male",3.26,NA,NA,NA,NA,NA,"000099","D",16
"0611","White",30,"Female",2.85,21,23,21,22,19,"000030","C",15
"0612","White",29,"Male",3.22,21,22,21,19,20,"000029","M",13
"0613","White",31,"Male",3.7,25,23,25,24,27,"000116","C",15
"0614","Hispanic",27,"Male",3.04,20,20,20,19,19,"000001","T",16
"0615","White",30,"Male",3.54,31,30,32,31,31,"000005","C",12
"0616","White",22,"Female",3.02,20,22,19,20,21,"000061","M",15
"0617","Black",25,"Female",2.41,NA,NA,NA,NA,NA,"000021","C",15
"0618","White",18,"Male",3.6,27,28,28,29,24,"000030","N",15
"0619","Hispanic",33,"Male",3.59,25,25,24,26,26,"000031","C",15
"0620","White",33,"Female",3.98,24,23,20,23,24,"000088","D",9
"0621","White",23,"Female",3.9,NA,NA,NA,NA,NA,"000050","C",2
"0622","White",30,"Male",2.66,23,22,24,23,22,"000031","C",14
"0623","Asian",27,"Male",3.55,22,23,21,21,23,"000084","C",10
"0624","Black",32,"Male",3.31,NA,NA,NA,NA,NA,"000114","C",17
"0625","White",29,"Female",3.82,24,26,22,25,22,"000005","D",7
"0626","White",24,"Male",2.99,27,28,28,26,25,"000001","T",16
"0627","Native",19,"Male",2.75,18,18,17,18,18,"000001","C",13
"0628","White",21,"Female",2.53,NA,NA,NA,NA,NA,"000054","N",14
"0629","Hispanic",19,"Female",2.3,23,24,26,22,24,"000050","C",10
"0630","Hispanic",30,"Male",3.34,16,16,15,21,16,"000117","R",16
"0631","Black",26,"Male",3.52,21,21,21,22,21,"000024","R",8
"0632","Bi-Racial",31,"Male",2.85,25,26,26,25,24,"000005","C",14
"0633","Native",25,"Male",3.1,21,22,19,20,22,"000009","C",12
"0634","White",26,"Female",2.72,28,29,29,27,30,"000088","T",18
"0635","Black",32,"Male",3.41,23,25,20,24,22,"000100","C",15
"0636","White",24,"Female",3.06,25,25,25,25,24,"000050","N",13
"0637","White",26,"Female",3.33,NA,NA,NA,NA,NA,"000029","M",16
"0638","Black",23,"Female",3.07,NA,NA,NA,NA,NA,"000005","C",16
"0639","Black",29,"Male",3.11,29,26,31,28,29,"000033","N",16
"0640","Hispanic",21,"Female",2.82,24,23,25,24,23,"000001","N",15
"0641","White",35,"Male",3.61,22,26,21,23,22,"000069","C",13
"0642","White",22,"Female",2.62,NA,NA,NA,NA,NA,"000001","C",12
"0643","Black",34,"Male",3.42,NA,NA,NA,NA,NA,"000069","T",4
"0644","White",18,"Male",3.54,NA,NA,NA,NA,NA,"000107","T",3
"0645","Hispanic",26,"Male",3.67,22,24,22,24,21,"000040","D",13
"0646","Asian",35,"Male",3.99,NA,NA,NA,NA,NA,"000001","T",2
"0647","White",26,"Female",2.28,NA,NA,NA,NA,NA,"000005","T",9
"0648","White",22,"Female",3.59,NA,NA,NA,NA,NA,"000005","C",16
"0649","Hawaiian",35,"Female",3.6,22,20,21,21,24,"000031","J",8
"0650","White",26,"Female",3.71,22,21,22,23,23,"000098","N",12
"0651","White",32,"Male",3.11,NA,NA,NA,NA,NA,"000089","D",14
"0652","Hispanic",19,"Male",3.21,16,17,16,15,16,"000031","C",15
"0653","White",19,"Male",2.2,25,24,26,23,22,"000005","C",3
"0654","White",33,"Male",3.6,18,17,17,17,18,"000005","C",16
"0655","White",25,"Female",3.81,21,22,24,19,20,"000022","C",5
"0656","White",27,"Male",3.56,25,26,23,27,25,"000087","J",18
"0657","White",18,"Male",3.21,NA,NA,NA,NA,NA,"000058","C",9
"0658","Hispanic",32,"Female",3.44,24,24,25,22,23,"000107","C",15
"0659","Hispanic",22,"Female",3.79,24,27,20,25,23,"000075","N",3
"0660","White",23,"Female",3.26,16,17,17,16,20,"000031","T",3
"0661","Hispanic",21,"Female",3.43,17,16,17,17,19,"000033","T",3
"0662","White",19,"Male",3.43,19,20,18,17,18,"000009","C",16
"0663","Hispanic",21,"Male",3.64,19,19,18,20,19,"000005","N",12
"0664","White",18,"Female",2.5,18,18,16,19,19,"000005","M",15
"0665","Hispanic",24,"Male",3.82,17,16,17,16,17,"000109","N",17
"0666","White",31,"Female",3.2,NA,NA,NA,NA,NA,"000100","C",16
"0667","White",21,"Female",3.08,20,18,19,20,19,"000104","C",12
"0668","White",26,"Female",3.65,28,29,25,30,29,"000050","C",15
"0669","Hispanic",27,"Female",3.03,17,17,17,20,20,"000085","N",14
"0670","White",21,"Female",2.82,23,22,27,23,24,"000029","C",16
"0671","White",23,"Male",3.33,27,23,28,25,26,"000104","D",17
"0672","White",25,"Male",2.24,NA,NA,NA,NA,NA,"000043","M",2
"0673","Black",21,"Male",3.75,NA,NA,NA,NA,NA,"000104","T",16
"0674","White",18,"Female",3.48,NA,NA,NA,NA,NA,"000038","D",15
"0675","Black",35,"Male",2.96,NA,NA,NA,NA,NA,"000111","C",12
"0676","Hispanic",29,"Male",3.31,18,17,19,17,19,"000004","C",10
"0677","Hispanic",30,"Male",2.93,18,17,17,20,18,"000053","C",16
"0678","White",35,"Male",3.39,31,32,32,34,32,"000074","T",14
"0679","White",29,"Female",3.58,16,17,17,18,15,"000003","C",16
"0680","White",31,"Female",3.44,NA,NA,NA,NA,NA,"000089","T",15
"0681","Black",20,"Female",3.79,18,15,19,18,18,"000107","D",16
"0682","Hispanic",35,"Female",3.23,27,26,25,26,26,"000050","C",12
"0683","Native",26,"Female",2.83,NA,NA,NA,NA,NA,"000001","T",15
"0684","White",33,"Male",2.99,19,20,19,18,22,"000108","T",13
"0685","White",24,"Female",3.87,25,27,25,26,28,"000005","M",17
"0686","Hispanic",27,"Female",3.95,24,25,23,24,24,"000114","C",16
"0687","White",25,"Male",3.95,22,23,21,20,23,"000001","M",3
"0688","White",34,"Female",3.15,22,21,21,23,23,"000032","N",6
"0689","White",27,"Male",3.52,15,15,15,16,16,"000108","R",15
"0690","White",19,"Female",3.19,NA,NA,NA,NA,NA,"000099","T",11
"0691","White",34,"Female",3.58,29,30,29,28,29,"000005","R",12
"0692","White",30,"Female",3.82,20,20,19,22,23,"000086","T",6
"0693","Hispanic",30,"Female",3.49,NA,NA,NA,NA,NA,"000093","C",6
"0694","White",23,"Male",3.92,34,33,34,33,35,"000114","T",12
"0695","White",29,"Female",3.58,18,18,18,19,17,"000054","T",6
"0696","White",33,"Male",3.61,21,21,23,21,24,"000005","C",15
"0697","Black",22,"Male",3.45,19,18,22,20,22,"000005","T",16
"0698","Hispanic",27,"Female",3.47,13,14,15,15,15,"000111","P",15
"0699","White",27,"Female",3.85,23,23,25,22,23,"000020","N",15
"0700","Hispanic",29,"Male",3.47,21,23,21,21,21,"000004","C",16
"0701","White",32,"Male",3.36,24,24,24,23,23,"000003","J",13
"0702","White",29,"Male",3.6,NA,NA,NA,NA,NA,"000008","C",12
"0703","Bi-Racial",20,"Female",2.76,NA,NA,NA,NA,NA,"000011","T",13
"0704","White",25,"Male",3.34,18,18,17,20,21,"000020","D",5
"0705","Hispanic",21,"Male",3,18,15,19,17,19,"000040","N",6
"0706","White",26,"Female",3.98,NA,NA,NA,NA,NA,"000014","N",12
"0707","Hispanic",34,"Male",2.81,NA,NA,NA,NA,NA,"000001","C",12
"0708","White",18,"Male",2.81,26,24,27,26,26,"000031","C",14
"0709","Native",21,"Male",3.23,NA,NA,NA,NA,NA,"000001","C",16
"0710","White",34,"Female",2.63,23,25,24,24,23,"000111","C",15
